gridId;methodeId;nbClues;timeFound;timeEnd;v_0;v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;v_13;v_14;v_15;16
2_2:0123321020311302;0;4;0.0424796;0.251969;-1;-1;-1;3;-1;-1;1;-1;-1;-1;-1;-1;1;-1;0;-1;16
2_2:0123321020311302;1;4;0.0050474000000000005;0.1270501;-1;-1;2;-1;3;-1;-1;-1;-1;-1;-1;-1;1;3;-1;-1;16
2_2:0123321020311302;2;4;0.44655930000000005;0.4606373;0;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;1;-1;3;-1;-1;16
2_2:0123321020311302;3;4;0.0053783;0.5029498;-1;-1;-1;3;-1;2;-1;-1;2;-1;-1;-1;-1;-1;0;-1;16
2_2:2301012330121230;0;4;0.0048846;0.07952050000000001;-1;-1;-1;-1;-1;1;2;-1;-1;-1;-1;-1;1;-1;-1;0;16
2_2:2301012330121230;0;5;0.0027655;0.07952050000000001;2;-1;-1;-1;0;1;-1;-1;-1;-1;-1;-1;1;-1;-1;0;16
2_2:2301012330121230;1;4;0.0037767;0.0665939;2;-1;-1;-1;-1;1;-1;-1;-1;0;1;-1;-1;-1;-1;-1;16
2_2:2301012330121230;2;4;0.24345290000000003;0.2474818;2;3;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;3;-1;16
2_2:2301012330121230;3;4;0.48396290000000003;0.5003580000000001;2;-1;-1;-1;-1;-1;-1;3;-1;0;-1;-1;-1;-1;3;-1;16
2_2:2301012330121230;3;5;0.3001881;0.5003580000000001;2;-1;-1;-1;-1;-1;-1;3;-1;0;-1;-1;-1;-1;3;0;16
2_2:2301012330121230;3;6;0.12679790000000002;0.5003580000000001;2;3;-1;-1;-1;-1;2;-1;3;0;-1;-1;-1;-1;-1;0;16
2_2:2301012330121230;3;7;0.11117210000000001;0.5003580000000001;2;-1;-1;-1;-1;-1;2;3;3;0;-1;-1;-1;2;-1;0;16
2_2:2301012330121230;3;8;0.0466051;0.5003580000000001;2;-1;-1;-1;0;-1;2;3;-1;0;1;-1;-1;2;-1;0;16
2_2:2301012330121230;3;9;0.019465200000000002;0.5003580000000001;2;3;-1;-1;0;-1;2;-1;-1;0;-1;2;-1;2;3;0;16
2_2:2301012330121230;3;10;0.0021984;0.5003580000000001;2;-1;0;1;0;-1;2;-1;3;0;-1;2;-1;2;-1;0;16
2_2:0321123031022013;0;4;0.0039234000000000005;0.0929201;-1;-1;-1;-1;-1;-1;3;0;-1;1;-1;-1;-1;-1;-1;3;16
2_2:0321123031022013;1;4;0.0031221;0.0640617;0;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;3;16
2_2:0321123031022013;2;4;0.23563530000000002;0.24688200000000002;-1;3;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;3;16
2_2:0321123031022013;3;4;0.0028079000000000003;0.5000157000000001;-1;-1;2;-1;1;-1;-1;-1;-1;-1;-1;2;-1;0;-1;-1;16
2_2:0123320123101032;0;4;0.002532;0.06040450000000001;-1;-1;-1;3;-1;-1;-1;-1;-1;3;-1;0;1;-1;-1;-1;16
2_2:0123320123101032;1;4;0.0048649;0.051985500000000004;-1;-1;2;-1;-1;2;0;-1;-1;-1;-1;-1;1;-1;-1;-1;16
2_2:0123320123101032;1;5;0.0024658;0.051985500000000004;-1;-1;2;-1;-1;2;0;1;-1;-1;-1;-1;-1;0;-1;-1;16
2_2:0123320123101032;2;4;0.22327380000000002;0.23062790000000002;-1;-1;2;-1;-1;-1;-1;-1;-1;3;-1;0;-1;0;-1;-1;16
2_2:0123320123101032;3;4;0.0021411;0.5004236000000001;0;-1;-1;-1;-1;-1;-1;1;-1;3;-1;-1;-1;-1;3;-1;16
2_2:1023231002313102;0;4;0.002321;0.0604277;1;-1;-1;-1;-1;-1;-1;0;-1;-1;3;-1;-1;-1;-1;2;16
2_2:1023231002313102;1;4;0.0026412000000000002;0.060196200000000005;1;-1;-1;3;-1;-1;-1;-1;-1;2;-1;-1;3;-1;-1;-1;16
2_2:1023231002313102;2;4;0.2173167;0.2201864;-1;-1;2;3;-1;-1;-1;-1;-1;-1;-1;-1;3;1;-1;-1;16
2_2:1023231002313102;3;5;0.33519780000000005;0.5026568;-1;-1;2;-1;2;3;-1;-1;0;-1;-1;-1;-1;-1;-1;2;16
2_2:1023231002313102;3;6;0.0019697;0.5026568;-1;-1;2;3;2;-1;-1;-1;-1;2;-1;-1;-1;-1;0;2;16
2_2:3012210303211230;0;4;0.0059773000000000005;0.0386205;-1;-1;1;-1;2;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;0;16
2_2:3012210303211230;0;5;0.0028903;0.0386205;3;-1;-1;-1;2;-1;0;-1;-1;-1;2;-1;-1;-1;-1;0;16
2_2:3012210303211230;0;6;0.0020670000000000003;0.0386205;3;-1;-1;2;2;-1;0;-1;-1;-1;-1;-1;-1;-1;3;0;16
2_2:3012210303211230;1;4;0.0090265;0.054843;3;-1;-1;-1;-1;-1;0;-1;-1;-1;2;-1;1;-1;-1;-1;16
2_2:3012210303211230;1;5;0.0027883;0.054843;3;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;3;0;16
2_2:3012210303211230;2;4;0.1913939;0.2713677;-1;0;-1;-1;-1;-1;-1;3;-1;-1;2;-1;1;-1;-1;-1;16
2_2:3012210303211230;3;6;0.34229220000000005;0.5009077000000001;-1;0;-1;-1;-1;-1;0;3;0;-1;2;-1;1;-1;-1;-1;16
2_2:3012210303211230;3;7;0.043286700000000004;0.5009077000000001;3;0;-1;-1;-1;-1;0;-1;0;-1;-1;1;-1;2;-1;0;16
2_2:3012210303211230;3;8;0.0151984;0.5009077000000001;3;0;-1;-1;-1;-1;0;-1;0;-1;-1;1;1;2;-1;0;16
2_2:3012210303211230;3;9;0.006018900000000001;0.5009077000000001;3;0;-1;-1;-1;-1;0;3;0;-1;2;1;1;-1;-1;0;16
2_2:3012210303211230;3;10;0.0039581;0.5009077000000001;3;0;-1;-1;-1;1;0;3;0;-1;-1;1;1;-1;3;0;16
2_2:3012210303211230;3;11;0.001904;0.5009077000000001;3;0;1;-1;-1;1;0;3;0;-1;2;1;1;-1;-1;0;16
2_2:2013312013020231;0;4;0.0018074;0.043144300000000003;-1;0;-1;-1;-1;-1;2;-1;-1;3;-1;-1;-1;-1;3;-1;16
2_2:2013312013020231;1;4;0.0017461000000000002;0.0492037;-1;-1;1;-1;3;-1;-1;0;-1;-1;-1;-1;0;-1;-1;-1;16
2_2:2013312013020231;2;4;0.16381;0.17258800000000002;-1;-1;-1;-1;-1;-1;2;-1;-1;3;-1;-1;0;-1;-1;1;16
2_2:2013312013020231;3;4;0.0017098;0.5002151;-1;-1;1;-1;-1;1;-1;-1;-1;-1;-1;2;0;-1;-1;-1;16
2_2:3021210303121230;0;4;0.0014110000000000001;0.0445085;3;-1;-1;-1;-1;-1;-1;3;-1;-1;1;-1;-1;2;-1;-1;16
2_2:3021210303121230;1;4;0.0015602;0.0384358;3;-1;-1;1;-1;-1;0;-1;-1;-1;-1;-1;1;-1;-1;-1;16
2_2:3021210303121230;2;4;0.1661862;0.1690821;-1;0;-1;-1;2;-1;-1;3;-1;-1;-1;2;-1;-1;-1;-1;16
2_2:3021210303121230;3;4;0.0016243000000000002;0.5000714;-1;0;-1;-1;-1;-1;-1;3;-1;-1;1;-1;1;-1;-1;-1;16
2_2:1230032121033012;0;4;0.0045715;0.029523800000000003;-1;2;-1;-1;-1;-1;-1;1;-1;-1;-1;3;-1;0;-1;-1;16
2_2:1230032121033012;0;5;0.0014260000000000002;0.029523800000000003;-1;2;-1;-1;0;-1;-1;-1;-1;-1;-1;3;-1;0;-1;2;16
2_2:1230032121033012;1;4;0.0065681;0.030476200000000002;-1;2;-1;-1;-1;-1;-1;1;-1;-1;-1;3;-1;0;-1;-1;16
2_2:1230032121033012;1;5;0.0013604;0.030476200000000002;-1;-1;-1;0;-1;3;-1;-1;-1;1;-1;3;-1;-1;1;-1;16
2_2:1230032121033012;2;4;0.1512079;0.1645909;1;-1;-1;-1;-1;-1;2;-1;-1;-1;0;-1;3;-1;-1;-1;16
2_2:1230032121033012;3;4;0.0018884000000000001;0.5006766;-1;-1;3;-1;0;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;2;16
2_2:3021123003122103;0;4;0.0013752;0.041582100000000004;-1;-1;2;-1;1;-1;3;-1;-1;3;-1;-1;-1;-1;-1;-1;16
2_2:3021123003122103;1;4;0.0015295;0.0427934;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;2;-1;0;-1;16
2_2:3021123003122103;2;4;0.16745970000000002;0.1716659;-1;-1;-1;-1;-1;-1;-1;0;0;-1;-1;2;-1;1;-1;-1;16
2_2:3021123003122103;3;4;0.0033655;0.5001499;3;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;2;-1;1;-1;-1;16
2_2:1023231002313102;0;4;0.0016231000000000002;0.0375963;-1;-1;-1;3;-1;-1;1;-1;-1;-1;-1;-1;3;-1;-1;2;16
2_2:1023231002313102;1;4;0.0013919000000000002;0.040985;-1;-1;-1;-1;2;3;-1;-1;-1;-1;-1;-1;-1;1;0;-1;16
2_2:1023231002313102;2;4;0.15910180000000002;0.1647468;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;2;16
2_2:1023231002313102;3;4;0.001951;0.5002414000000001;-1;0;-1;-1;-1;-1;1;-1;0;-1;-1;-1;-1;-1;-1;2;16
2_2:0321123031022013;0;4;0.0014085;0.0483851;-1;-1;-1;-1;1;2;-1;-1;-1;-1;-1;2;-1;0;-1;-1;16
2_2:0321123031022013;1;4;0.0028713000000000002;0.053752;-1;3;-1;-1;-1;-1;-1;0;3;-1;-1;-1;-1;-1;1;-1;16
2_2:0321123031022013;2;4;0.1596238;0.1629084;0;-1;-1;-1;-1;2;-1;-1;3;-1;0;-1;-1;-1;-1;-1;16
2_2:0321123031022013;3;4;0.0019007000000000002;0.5005112;-1;-1;-1;1;-1;2;-1;-1;3;-1;-1;-1;-1;-1;1;-1;16
2_2:2031132002133102;0;4;0.0015106000000000002;0.042267700000000005;2;-1;3;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;16
2_2:2031132002133102;1;4;0.0015861;0.040372200000000004;-1;0;-1;1;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;16
2_2:2031132002133102;2;4;0.1621042;0.20844600000000002;-1;-1;-1;-1;-1;-1;2;-1;0;-1;1;-1;3;-1;-1;-1;16
2_2:2031132002133102;3;4;0.0039027000000000003;0.5001112;-1;-1;-1;1;-1;3;-1;-1;0;-1;-1;-1;-1;-1;0;-1;16
2_2:3120021323011032;0;4;0.0014787000000000001;0.0419538;-1;-1;2;0;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;2;16
2_2:3120021323011032;1;4;0.0013914;0.040763;-1;-1;2;0;-1;-1;-1;-1;-1;3;-1;1;-1;-1;-1;-1;16
2_2:3120021323011032;2;4;0.17080240000000002;0.173909;-1;1;-1;-1;-1;-1;-1;3;2;-1;-1;-1;-1;-1;3;-1;16
2_2:3120021323011032;3;5;0.314691;0.5006726;3;-1;-1;-1;-1;-1;1;-1;-1;-1;0;1;-1;0;-1;-1;16
2_2:3120021323011032;3;6;0.17065940000000002;0.5006726;3;-1;-1;-1;-1;-1;1;3;-1;-1;0;-1;1;0;-1;-1;16
2_2:3120021323011032;3;7;0.06051960000000001;0.5006726;3;-1;-1;-1;-1;-1;1;3;-1;3;0;-1;-1;0;-1;2;16
2_2:3120021323011032;3;8;0.0494693;0.5006726;3;-1;-1;0;-1;-1;1;3;-1;3;0;-1;1;0;-1;-1;16
2_2:3120021323011032;3;9;0.0187543;0.5006726;3;-1;-1;0;0;-1;1;3;-1;3;0;-1;1;0;-1;-1;16
2_2:3120021323011032;3;10;0.0021986;0.5006726;3;-1;-1;0;0;-1;1;3;-1;3;0;-1;-1;0;3;2;16
2_2:0213132020313102;0;4;0.0015245;0.053154900000000005;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;1;0;-1;16
2_2:0213132020313102;1;4;0.003144;0.061579800000000004;-1;-1;1;-1;1;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;2;16
2_2:0213132020313102;2;4;0.1730394;0.17587960000000002;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;1;0;-1;16
2_2:0213132020313102;3;5;0.2023529;0.5001279000000001;-1;2;-1;-1;-1;-1;-1;0;2;-1;3;-1;3;-1;-1;-1;16
2_2:0213132020313102;3;6;0.1174869;0.5001279000000001;-1;2;-1;-1;-1;-1;-1;0;2;-1;3;-1;3;-1;0;-1;16
2_2:0213132020313102;3;7;0.0366386;0.5001279000000001;0;2;-1;-1;-1;3;-1;0;2;-1;3;-1;-1;-1;0;-1;16
2_2:0213132020313102;3;8;0.0138454;0.5001279000000001;0;2;-1;-1;-1;3;-1;0;2;-1;3;-1;-1;-1;0;2;16
2_2:0213132020313102;3;9;0.0110673;0.5001279000000001;0;2;-1;-1;-1;3;-1;0;2;0;3;-1;-1;-1;0;2;16
2_2:0213132020313102;3;10;0.0019422;0.5001279000000001;0;2;-1;-1;1;-1;2;0;2;0;3;-1;-1;-1;0;2;16
2_2:1320023130122103;0;4;0.0022797;0.0394489;-1;-1;-1;-1;0;-1;3;-1;-1;-1;-1;-1;2;1;-1;-1;16
2_2:1320023130122103;1;4;0.0027564;0.054333200000000005;1;3;-1;-1;-1;-1;-1;-1;-1;0;-1;2;-1;-1;-1;-1;16
2_2:1320023130122103;2;4;0.1608022;0.1658772;-1;3;-1;-1;-1;-1;-1;1;3;0;-1;-1;-1;-1;-1;-1;16
2_2:1320023130122103;3;5;0.1659736;0.5003956;1;-1;-1;-1;-1;-1;3;-1;3;0;-1;-1;-1;-1;-1;3;16
2_2:1320023130122103;3;6;0.0018392;0.5003956;-1;3;-1;-1;-1;-1;3;1;3;0;-1;-1;-1;-1;-1;3;16
2_2:2103302112300312;0;4;0.0013924;0.039462500000000005;-1;-1;-1;-1;3;-1;-1;-1;-1;2;-1;0;-1;-1;-1;2;16
2_2:2103302112300312;1;4;0.0014268;0.041289200000000005;-1;1;-1;3;-1;-1;2;-1;-1;-1;-1;-1;-1;3;-1;-1;16
2_2:2103302112300312;2;4;0.1602566;0.16803400000000002;-1;-1;-1;3;-1;0;-1;1;1;-1;-1;-1;-1;-1;-1;-1;16
2_2:2103302112300312;3;4;0.001726;0.5006981;-1;-1;-1;3;-1;0;-1;-1;1;-1;-1;-1;-1;-1;1;-1;16
2_2:1320023130122103;0;4;0.0026525000000000003;0.0417965;-1;3;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;2;1;-1;-1;16
2_2:1320023130122103;0;5;0.0018244000000000001;0.0417965;1;3;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;1;-1;-1;16
2_2:1320023130122103;1;4;0.0014641;0.0448013;-1;-1;2;-1;0;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;3;16
2_2:1320023130122103;2;4;0.1630654;0.19445810000000002;-1;-1;2;-1;-1;-1;-1;1;-1;0;-1;-1;-1;-1;-1;3;16
2_2:1320023130122103;3;4;0.3374169;0.50009;1;-1;-1;-1;-1;-1;3;-1;-1;0;-1;-1;-1;-1;-1;3;16
2_2:1320023130122103;3;5;0.16966540000000002;0.50009;1;-1;-1;-1;-1;-1;3;1;-1;0;-1;-1;-1;-1;-1;3;16
2_2:1320023130122103;3;6;0.0014849000000000002;0.50009;1;3;-1;-1;-1;-1;-1;1;3;0;-1;-1;-1;-1;0;-1;16
2_2:3012120303212130;0;4;0.0027567000000000004;0.042556500000000004;-1;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;3;-1;16
2_2:3012120303212130;0;5;0.0014336000000000002;0.042556500000000004;3;-1;1;2;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;3;-1;16
2_2:3012120303212130;1;4;0.0015058;0.0471357;-1;0;-1;-1;1;-1;-1;3;-1;-1;2;-1;-1;-1;-1;-1;16
2_2:3012120303212130;2;4;0.16124970000000002;0.184064;-1;-1;-1;-1;1;-1;0;-1;-1;3;2;-1;-1;-1;-1;-1;16
2_2:3012120303212130;3;4;0.3877524;0.5024528;-1;-1;-1;2;1;-1;-1;-1;-1;3;-1;-1;-1;-1;3;-1;16
2_2:3012120303212130;3;5;0.3417674;0.5024528;3;-1;-1;2;1;-1;-1;-1;-1;3;-1;-1;-1;-1;3;-1;16
2_2:3012120303212130;3;6;0.1552066;0.5024528;3;-1;-1;-1;-1;-1;-1;3;-1;3;2;-1;-1;1;3;-1;16
2_2:3012120303212130;3;7;0.095031;0.5024528;3;-1;-1;-1;-1;-1;0;3;-1;3;2;-1;-1;1;3;-1;16
2_2:3012120303212130;3;8;0.047155600000000006;0.5024528;3;-1;1;-1;-1;-1;0;3;-1;3;-1;-1;-1;1;3;0;16
2_2:3012120303212130;3;9;0.0158254;0.5024528;3;-1;1;-1;1;-1;0;3;0;3;-1;-1;-1;-1;3;0;16
2_2:3012120303212130;3;10;0.0041332;0.5024528;3;0;-1;2;-1;2;0;3;0;3;-1;-1;-1;-1;3;0;16
2_2:3012120303212130;3;11;0.0020603;0.5024528;3;0;-1;-1;-1;2;0;3;0;3;2;-1;2;-1;3;0;16
2_2:3012120321300321;0;4;0.0014794;0.041244300000000005;3;-1;-1;-1;1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;1;16
2_2:3012120321300321;1;4;0.0015994000000000002;0.048989300000000006;-1;0;-1;2;-1;-1;-1;-1;-1;1;3;-1;-1;-1;-1;-1;16
2_2:3012120321300321;2;4;0.165116;0.168906;3;-1;-1;2;-1;-1;0;-1;-1;1;-1;-1;-1;-1;-1;-1;16
2_2:3012120321300321;3;4;0.0020796;0.5000279000000001;3;-1;-1;-1;-1;-1;0;-1;-1;1;-1;-1;-1;-1;-1;1;16
2_2:3210013223011023;0;4;0.0015135;0.0463862;3;-1;-1;-1;-1;1;-1;2;-1;-1;-1;1;-1;-1;-1;-1;16
2_2:3210013223011023;1;4;0.0013876000000000001;0.0393956;-1;-1;-1;-1;-1;1;-1;2;-1;3;0;-1;-1;-1;-1;-1;16
2_2:3210013223011023;2;4;0.1575255;0.1602857;3;-1;-1;0;-1;-1;-1;2;-1;-1;-1;-1;-1;0;-1;-1;16
2_2:3210013223011023;3;4;0.0035141;0.5009683;-1;2;-1;-1;-1;-1;3;-1;-1;-1;-1;1;1;-1;-1;-1;16
2_2:2031312012030312;0;4;0.0021599;0.041403;-1;0;-1;-1;3;-1;-1;-1;1;-1;-1;3;-1;-1;-1;-1;16
2_2:2031312012030312;0;5;0.0013682000000000002;0.041403;-1;-1;-1;-1;3;1;-1;-1;1;2;-1;3;-1;-1;-1;-1;16
2_2:2031312012030312;1;4;0.0020835000000000003;0.0421949;-1;-1;-1;1;-1;-1;2;-1;-1;2;0;-1;-1;-1;-1;-1;16
2_2:2031312012030312;1;5;0.0014237000000000002;0.0421949;-1;-1;-1;-1;-1;1;2;-1;-1;2;0;-1;-1;-1;1;-1;16
2_2:2031312012030312;2;4;0.1591525;0.16418380000000002;-1;-1;-1;-1;-1;-1;2;0;-1;-1;0;-1;-1;3;-1;-1;16
2_2:2031312012030312;3;4;0.3780119;0.5001816;2;-1;-1;-1;-1;-1;-1;0;-1;-1;0;-1;-1;3;-1;-1;16
2_2:2031312012030312;3;5;0.18676810000000002;0.5001816;2;-1;-1;-1;-1;-1;-1;0;-1;-1;0;-1;0;3;-1;-1;16
2_2:2031312012030312;3;6;0.040151200000000005;0.5001816;-1;0;-1;-1;-1;-1;2;0;-1;-1;0;-1;0;3;-1;-1;16
2_2:2031312012030312;3;7;0.0022065;0.5001816;2;0;-1;-1;-1;-1;2;0;-1;-1;0;-1;0;3;-1;-1;16
2_2:0123231032011032;0;4;0.0013603;0.0432193;-1;-1;-1;-1;-1;-1;-1;0;-1;2;-1;-1;1;-1;3;-1;16
2_2:0123231032011032;1;4;0.0014126000000000002;0.042252700000000004;-1;-1;-1;3;-1;-1;-1;-1;-1;2;0;-1;-1;0;-1;-1;16
2_2:0123231032011032;2;4;0.1678156;0.1721049;-1;1;-1;-1;-1;-1;1;-1;3;-1;-1;-1;-1;-1;-1;2;16
2_2:0123231032011032;3;4;0.48335560000000005;0.5006312;-1;1;-1;-1;-1;3;-1;-1;-1;-1;0;-1;-1;-1;3;-1;16
2_2:0123231032011032;3;5;0.1743164;0.5006312;-1;1;-1;-1;-1;-1;-1;0;3;-1;0;-1;-1;-1;3;-1;16
2_2:0123231032011032;3;6;0.094402;0.5006312;-1;1;-1;-1;-1;3;-1;0;-1;-1;0;-1;1;-1;3;-1;16
2_2:0123231032011032;3;7;0.046032000000000003;0.5006312;-1;1;2;-1;-1;3;-1;0;-1;-1;0;1;1;-1;-1;-1;16
2_2:0123231032011032;3;8;0.0335552;0.5006312;0;1;-1;-1;-1;3;-1;0;-1;-1;0;1;1;-1;3;-1;16
2_2:0123231032011032;3;9;0.0105369;0.5006312;0;1;2;-1;-1;3;-1;0;-1;-1;0;1;1;0;-1;-1;16
2_2:0123231032011032;3;10;0.0014921000000000001;0.5006312;0;1;-1;3;-1;-1;1;0;3;-1;0;1;1;0;-1;-1;16
2_2:1230301223010123;0;4;0.0027236;0.0421488;-1;-1;3;0;-1;-1;-1;-1;-1;-1;-1;-1;0;1;-1;-1;16
2_2:1230301223010123;1;4;0.0019937;0.041025900000000004;-1;-1;-1;-1;-1;0;1;-1;-1;3;-1;-1;-1;-1;2;-1;16
2_2:1230301223010123;1;5;0.0014061000000000002;0.041025900000000004;-1;-1;-1;0;-1;0;1;-1;-1;-1;-1;1;-1;-1;2;-1;16
2_2:1230301223010123;2;4;0.1634399;0.1654769;1;2;-1;-1;-1;-1;-1;-1;-1;3;0;-1;-1;-1;-1;-1;16
2_2:1230301223010123;3;4;0.37192260000000005;0.5005733;-1;2;-1;-1;-1;-1;1;-1;2;-1;-1;-1;-1;-1;-1;3;16
2_2:1230301223010123;3;5;0.2763553;0.5005733;-1;2;-1;-1;-1;-1;1;-1;2;-1;-1;-1;-1;-1;2;3;16
2_2:1230301223010123;3;6;0.09878390000000001;0.5005733;1;2;-1;-1;-1;-1;-1;2;2;-1;-1;-1;-1;-1;2;3;16
2_2:1230301223010123;3;7;0.08750480000000001;0.5005733;1;2;-1;0;-1;-1;-1;2;2;3;-1;-1;-1;-1;2;-1;16
2_2:1230301223010123;3;8;0.043448;0.5005733;-1;2;-1;0;-1;-1;1;2;2;3;-1;-1;0;-1;2;-1;16
2_2:1230301223010123;3;9;0.0167063;0.5005733;-1;2;-1;0;-1;0;1;2;2;3;-1;-1;0;-1;2;-1;16
2_2:1230301223010123;3;10;0.001739;0.5005733;1;2;-1;0;-1;0;-1;2;2;-1;0;1;0;-1;2;-1;16
2_2:2130301212030321;0;4;0.0014656;0.041511700000000006;-1;1;-1;0;-1;-1;-1;2;-1;-1;-1;-1;-1;3;-1;-1;16
2_2:2130301212030321;1;4;0.0014059;0.042994300000000006;2;-1;-1;0;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;16
2_2:2130301212030321;2;4;0.16233830000000002;0.1642607;-1;1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;2;-1;16
2_2:2130301212030321;3;5;0.26310680000000003;0.5001596;-1;-1;3;-1;3;-1;1;-1;-1;2;-1;-1;-1;-1;-1;1;16
2_2:2130301212030321;3;6;0.10108220000000001;0.5001596;2;-1;3;-1;-1;-1;1;-1;-1;2;-1;-1;-1;3;-1;1;16
2_2:2130301212030321;3;7;0.0179354;0.5001596;2;1;-1;-1;3;-1;1;-1;-1;2;-1;3;-1;-1;-1;1;16
2_2:2130301212030321;3;8;0.009850600000000001;0.5001596;2;1;-1;-1;3;-1;1;-1;-1;2;-1;3;-1;-1;2;1;16
2_2:2130301212030321;3;9;0.007172;0.5001596;2;1;-1;-1;-1;0;1;-1;1;2;-1;3;-1;-1;2;1;16
2_2:2130301212030321;3;10;0.0017589;0.5001596;2;1;-1;-1;3;-1;1;2;1;2;-1;3;-1;-1;2;1;16
2_2:2013130202313120;0;4;0.0014551000000000002;0.0430337;-1;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;0;16
2_2:2013130202313120;1;4;0.001445;0.0404735;-1;-1;-1;-1;-1;-1;-1;2;0;-1;3;-1;3;-1;-1;-1;16
2_2:2013130202313120;2;4;0.15776880000000001;0.17053780000000002;-1;-1;1;-1;-1;3;0;-1;-1;2;-1;-1;-1;-1;-1;-1;16
2_2:2013130202313120;3;5;0.18122870000000002;0.5005775;-1;-1;1;-1;-1;3;0;-1;0;-1;-1;-1;-1;-1;-1;0;16
