gridId;methodeId;nbClues;timeFound;timeEnd;v_0;v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;v_13;v_14;v_15;16
2_2:3102201313200231;3;5;0.32732310000000003;0.500568;-1;1;-1;-1;-1;-1;1;3;-1;-1;2;-1;0;-1;-1;-1;16
2_2:3102201313200231;3;6;0.0330401;0.500568;3;1;-1;-1;-1;-1;1;-1;-1;-1;-1;0;0;2;-1;-1;16
2_2:3102201313200231;3;7;0.021840400000000003;0.500568;-1;1;0;-1;2;-1;1;-1;-1;-1;-1;0;0;2;-1;-1;16
2_2:3102201313200231;3;8;0.0014921000000000001;0.500568;-1;1;0;-1;-1;-1;1;3;-1;-1;2;0;0;2;-1;-1;16
2_2:2103301203211230;0;4;0.006273900000000001;0.035758500000000006;-1;-1;-1;-1;3;-1;1;-1;-1;-1;-1;-1;-1;2;-1;0;16
2_2:2103301203211230;0;5;0.002411;0.035758500000000006;-1;-1;-1;-1;3;-1;1;-1;-1;-1;-1;-1;1;2;3;-1;16
2_2:2103301203211230;1;4;0.0038083;0.038096500000000005;2;-1;0;-1;-1;-1;-1;-1;-1;3;-1;1;-1;-1;-1;-1;16
2_2:2103301203211230;1;5;0.0021825;0.038096500000000005;2;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;1;-1;2;-1;0;16
2_2:2103301203211230;2;4;0.18611560000000002;0.2289109;-1;-1;-1;-1;3;-1;1;-1;-1;-1;-1;-1;-1;2;-1;0;16
2_2:2103301203211230;3;4;0.0016430000000000001;0.5003142;2;-1;-1;-1;-1;-1;1;-1;-1;3;-1;-1;-1;-1;-1;0;16
2_2:0231310223101023;0;4;0.0026230000000000003;0.0503281;-1;2;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;0;2;-1;16
2_2:0231310223101023;1;4;0.0019299;0.0448534;-1;-1;-1;1;3;-1;-1;-1;-1;-1;-1;-1;1;0;-1;-1;16
2_2:0231310223101023;2;4;0.16600040000000002;0.1700613;-1;-1;3;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;0;2;-1;16
2_2:0231310223101023;3;4;0.0014372;0.5013664;-1;-1;-1;1;3;-1;-1;-1;-1;-1;1;-1;-1;0;-1;-1;16
2_2:3201013213202013;0;4;0.0013977;0.0430571;-1;2;-1;-1;-1;-1;3;-1;1;-1;-1;-1;-1;-1;-1;3;16
2_2:3201013213202013;1;4;0.0014151;0.0407111;3;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;3;16
2_2:3201013213202013;2;4;0.1563158;0.1635675;-1;-1;0;-1;-1;1;-1;-1;-1;3;-1;-1;2;-1;-1;-1;16
2_2:3201013213202013;3;4;0.0014777000000000002;0.5008206000000001;-1;-1;0;-1;-1;1;-1;-1;1;-1;-1;-1;-1;-1;-1;3;16
2_2:0231132021033012;0;4;0.0021428000000000003;0.0403859;-1;-1;-1;-1;-1;-1;2;0;-1;-1;-1;-1;3;-1;1;-1;16
2_2:0231132021033012;0;5;0.0013818;0.0403859;-1;-1;-1;-1;-1;-1;2;0;-1;-1;-1;-1;-1;0;1;2;16
2_2:0231132021033012;1;4;0.0013249000000000002;0.042168500000000005;-1;2;-1;1;-1;-1;-1;-1;-1;-1;-1;3;-1;0;-1;-1;16
2_2:0231132021033012;2;4;0.15600440000000002;0.1580496;0;2;-1;-1;-1;-1;-1;-1;-1;-1;0;3;-1;-1;-1;-1;16
2_2:0231132021033012;3;5;0.2752172;0.5004715000000001;0;-1;-1;-1;-1;-1;2;-1;-1;1;-1;-1;-1;-1;1;2;16
2_2:0231132021033012;3;6;0.0848981;0.5004715000000001;0;-1;-1;-1;-1;-1;2;0;2;1;-1;-1;-1;-1;1;-1;16
2_2:0231132021033012;3;7;0.0014974;0.5004715000000001;0;2;-1;-1;-1;-1;-1;0;-1;1;0;-1;3;-1;1;-1;16
2_2:1230032121033012;0;4;0.0015860000000000002;0.0346293;-1;-1;-1;-1;-1;3;-1;1;2;-1;0;-1;-1;-1;-1;-1;16
2_2:1230032121033012;1;4;0.0028478;0.029404100000000002;-1;-1;-1;0;-1;3;-1;-1;2;-1;-1;-1;-1;-1;1;-1;16
2_2:1230032121033012;1;5;0.0012974;0.029404100000000002;-1;-1;-1;-1;0;3;-1;-1;-1;1;-1;3;-1;-1;1;-1;16
2_2:1230032121033012;2;4;0.16695700000000002;0.21224320000000002;-1;-1;3;-1;0;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;2;16
2_2:1230032121033012;3;6;0.3201763;0.5007478000000001;1;-1;-1;-1;-1;3;-1;1;2;-1;0;-1;-1;-1;1;-1;16
2_2:1230032121033012;3;7;0.09557790000000001;0.5007478000000001;1;-1;-1;-1;-1;-1;2;1;-1;1;-1;3;-1;0;1;-1;16
2_2:1230032121033012;3;8;0.0420171;0.5007478000000001;1;-1;3;-1;0;-1;-1;1;-1;1;-1;-1;-1;0;1;2;16
2_2:1230032121033012;3;9;0.014859400000000002;0.5007478000000001;1;-1;3;-1;0;-1;-1;1;-1;1;0;-1;-1;0;1;2;16
2_2:1230032121033012;3;10;0.0019228000000000001;0.5007478000000001;1;2;-1;0;0;-1;-1;1;-1;1;0;-1;-1;0;1;2;16
2_2:0312213030211203;0;4;0.0013486000000000001;0.030820900000000002;-1;3;-1;-1;-1;-1;-1;0;-1;-1;-1;1;-1;2;-1;-1;16
2_2:0312213030211203;1;4;0.0154762;0.038145500000000006;0;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;3;16
2_2:0312213030211203;1;5;0.0013136;0.038145500000000006;0;-1;1;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;16
2_2:0312213030211203;2;4;0.16500250000000002;0.1915086;0;-1;-1;-1;-1;-1;3;-1;-1;-1;2;-1;1;-1;-1;-1;16
2_2:0312213030211203;3;6;0.3393352;0.5001492000000001;0;-1;-1;-1;-1;1;3;-1;-1;-1;-1;1;1;2;-1;-1;16
2_2:0312213030211203;3;7;0.0815498;0.5001492000000001;-1;-1;1;2;-1;1;-1;-1;3;-1;-1;1;1;-1;0;-1;16
2_2:0312213030211203;3;8;0.0463485;0.5001492000000001;-1;-1;1;2;-1;1;3;-1;3;-1;-1;1;1;2;-1;-1;16
2_2:0312213030211203;3;9;0.0196017;0.5001492000000001;-1;-1;1;2;-1;1;3;-1;3;0;-1;1;1;-1;-1;3;16
2_2:0312213030211203;3;10;0.0018801000000000002;0.5001492000000001;-1;3;1;-1;-1;1;3;0;3;-1;-1;1;1;2;-1;3;16
2_2:2301013232101023;0;4;0.0021102;0.0399807;2;-1;-1;1;-1;-1;3;-1;-1;-1;-1;-1;1;-1;-1;-1;16
2_2:2301013232101023;0;5;0.0013769000000000001;0.0399807;2;-1;0;-1;-1;1;-1;2;-1;-1;-1;-1;1;-1;-1;-1;16
2_2:2301013232101023;1;4;0.0022411;0.042360300000000004;-1;-1;-1;-1;-1;-1;-1;2;3;-1;-1;0;1;-1;-1;-1;16
2_2:2301013232101023;1;5;0.0014254;0.042360300000000004;-1;-1;-1;1;-1;-1;-1;-1;3;-1;1;-1;-1;0;-1;3;16
2_2:2301013232101023;2;4;0.1554926;0.1580666;2;-1;0;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;16
2_2:2301013232101023;3;4;0.0015534000000000001;0.5064277;-1;-1;-1;1;0;-1;-1;-1;-1;2;-1;-1;-1;-1;2;-1;16
2_2:1230032130122103;0;4;0.0108514;0.0331891;1;-1;3;-1;-1;-1;-1;-1;-1;0;-1;2;-1;-1;-1;-1;16
2_2:1230032130122103;0;5;0.0013462;0.0331891;1;2;-1;-1;0;-1;-1;-1;-1;-1;-1;2;-1;-1;0;-1;16
2_2:1230032130122103;1;4;0.0021286;0.0317993;-1;2;-1;-1;-1;-1;-1;1;3;-1;-1;-1;-1;-1;0;-1;16
2_2:1230032130122103;1;5;0.0013238;0.0317993;-1;-1;-1;-1;-1;-1;2;1;3;-1;-1;-1;-1;1;0;-1;16
2_2:1230032130122103;2;4;0.1644437;0.1671304;-1;2;-1;-1;-1;-1;-1;1;-1;0;-1;-1;-1;-1;-1;3;16
2_2:1230032130122103;3;5;0.40269900000000003;0.5010362;-1;-1;-1;0;-1;3;-1;-1;3;-1;1;-1;2;-1;-1;-1;16
2_2:1230032130122103;3;6;0.13077350000000001;0.5010362;-1;2;-1;0;-1;3;-1;1;3;-1;-1;-1;-1;-1;0;-1;16
2_2:1230032130122103;3;7;0.0939932;0.5010362;-1;2;-1;0;-1;3;-1;1;3;-1;-1;-1;-1;-1;0;3;16
2_2:1230032130122103;3;8;0.047170800000000006;0.5010362;1;-1;-1;0;-1;3;2;-1;3;0;-1;-1;-1;-1;0;3;16
2_2:1230032130122103;3;9;0.0194935;0.5010362;-1;-1;3;0;-1;3;-1;1;3;0;-1;-1;2;-1;0;3;16
2_2:1230032130122103;3;10;0.0018495;0.5010362;-1;-1;3;0;0;3;-1;-1;3;0;-1;2;-1;1;0;3;16
2_2:1230301223010123;0;4;0.0016998;0.05820790000000001;1;-1;-1;-1;-1;0;-1;-1;2;-1;-1;1;-1;-1;-1;-1;16
2_2:1230301223010123;1;4;0.0021579;0.053754;-1;-1;3;0;-1;-1;-1;-1;2;-1;-1;1;-1;-1;-1;-1;16
2_2:1230301223010123;1;5;0.0016936000000000002;0.053754;-1;-1;3;0;-1;-1;-1;2;2;-1;-1;-1;-1;1;-1;-1;16
2_2:1230301223010123;2;4;0.1870738;0.19655270000000002;-1;-1;-1;-1;-1;0;1;-1;2;-1;-1;-1;-1;1;-1;-1;16
2_2:1230301223010123;3;5;0.1922713;0.5001985;-1;-1;-1;0;3;0;-1;-1;-1;3;-1;-1;-1;-1;2;-1;16
2_2:1230301223010123;3;6;0.10826160000000001;0.5001985;-1;-1;-1;0;3;0;-1;-1;2;3;-1;-1;-1;-1;2;-1;16
2_2:1230301223010123;3;7;0.083249;0.5001985;-1;-1;-1;0;3;0;-1;2;2;3;-1;-1;-1;-1;2;-1;16
2_2:1230301223010123;3;8;0.037648400000000005;0.5001985;-1;2;3;0;-1;0;-1;2;2;-1;-1;-1;-1;-1;2;3;16
2_2:1230301223010123;3;9;0.0132502;0.5001985;-1;2;-1;0;3;0;-1;2;2;-1;0;-1;-1;1;2;-1;16
2_2:1230301223010123;3;10;0.0035762000000000003;0.5001985;1;2;-1;0;-1;0;-1;2;2;-1;0;-1;0;-1;2;3;16
2_2:1230301223010123;3;11;0.0016475;0.5001985;-1;2;-1;0;3;0;-1;2;2;3;0;-1;0;-1;2;3;16
2_2:1032231032010123;0;4;0.0020671;0.0394042;-1;0;3;-1;-1;3;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;16
2_2:1032231032010123;0;5;0.0013324;0.0394042;-1;0;3;-1;-1;3;1;-1;-1;-1;-1;-1;-1;1;-1;-1;16
2_2:1032231032010123;1;4;0.0013378;0.0428873;-1;0;-1;-1;-1;-1;-1;-1;-1;2;-1;1;-1;-1;-1;3;16
2_2:1032231032010123;2;4;0.1882992;0.21281480000000003;-1;0;-1;2;-1;-1;-1;-1;3;-1;-1;1;-1;-1;-1;-1;16
2_2:1032231032010123;3;5;0.3403646;0.5005309;1;-1;-1;-1;-1;-1;-1;0;-1;2;-1;-1;-1;1;2;-1;16
2_2:1032231032010123;3;6;0.13873080000000002;0.5005309;1;-1;-1;2;-1;-1;-1;0;-1;2;0;-1;-1;1;-1;-1;16
2_2:1032231032010123;3;7;0.0262994;0.5005309;1;0;-1;-1;-1;-1;-1;0;3;-1;0;-1;-1;1;2;-1;16
2_2:1032231032010123;3;8;0.0094254;0.5005309;1;0;-1;-1;2;-1;-1;0;-1;-1;0;1;-1;1;2;-1;16
2_2:1032231032010123;3;9;0.004791500000000001;0.5005309;1;0;-1;-1;-1;3;-1;0;-1;-1;0;1;0;1;2;-1;16
2_2:1032231032010123;3;10;0.0017895;0.5005309;1;0;-1;-1;-1;-1;1;0;-1;2;0;1;0;1;2;-1;16
2_2:0123230112303012;0;4;0.0013165000000000002;0.0388827;-1;-1;2;-1;-1;-1;-1;1;1;-1;-1;0;-1;-1;-1;-1;16
2_2:0123230112303012;1;4;0.0013339;0.043284;-1;-1;-1;3;2;-1;-1;-1;-1;-1;-1;0;-1;-1;1;-1;16
2_2:0123230112303012;2;4;0.15407880000000002;0.16488860000000002;-1;-1;-1;3;2;-1;-1;-1;-1;-1;3;-1;-1;0;-1;-1;16
2_2:0123230112303012;3;4;0.0014467;0.5009122;-1;-1;-1;3;2;-1;-1;-1;-1;2;-1;-1;-1;-1;1;-1;16
2_2:3201013213202013;0;4;0.0014818000000000001;0.0437366;3;-1;-1;-1;-1;1;-1;-1;-1;-1;2;-1;-1;0;-1;-1;16
2_2:3201013213202013;1;4;0.0014621;0.042251000000000004;-1;-1;-1;-1;0;-1;-1;2;-1;3;-1;-1;2;-1;-1;-1;16
2_2:3201013213202013;2;4;0.15488280000000001;0.1576573;-1;-1;-1;-1;0;1;-1;-1;-1;3;-1;-1;-1;-1;1;-1;16
2_2:3201013213202013;3;5;0.2523288;0.5006467;3;-1;-1;-1;-1;-1;-1;2;1;3;-1;-1;-1;-1;1;-1;16
2_2:3201013213202013;3;6;0.1319906;0.5006467;-1;2;-1;-1;-1;-1;3;2;1;-1;-1;-1;-1;-1;1;3;16
2_2:3201013213202013;3;7;0.075824;0.5006467;-1;2;-1;1;0;-1;-1;2;1;3;-1;-1;-1;-1;1;-1;16
2_2:3201013213202013;3;8;0.0347577;0.5006467;3;2;-1;1;-1;1;-1;2;1;-1;-1;-1;-1;-1;1;3;16
2_2:3201013213202013;3;9;0.011592400000000001;0.5006467;-1;2;0;1;-1;1;-1;2;1;-1;-1;-1;2;-1;1;3;16
2_2:3201013213202013;3;10;0.0015868000000000002;0.5006467;-1;2;0;1;-1;1;-1;2;1;3;2;-1;2;-1;1;-1;16
2_2:0312213012033021;0;4;0.0014922000000000002;0.0283848;-1;-1;1;-1;2;-1;-1;-1;-1;-1;0;-1;3;-1;-1;-1;16
2_2:0312213012033021;1;4;0.0020114;0.0288302;-1;-1;-1;2;-1;1;-1;-1;-1;-1;0;-1;3;-1;-1;-1;16
2_2:0312213012033021;1;5;0.0012642;0.0288302;0;-1;-1;-1;-1;1;-1;-1;-1;-1;0;-1;3;-1;2;-1;16
2_2:0312213012033021;2;4;0.15638000000000002;0.1746077;-1;-1;1;-1;2;-1;-1;-1;-1;-1;0;-1;3;-1;-1;-1;16
2_2:0312213012033021;3;6;0.2704596;0.5002408;0;3;-1;-1;-1;-1;-1;0;1;-1;0;-1;-1;-1;2;-1;16
2_2:0312213012033021;3;7;0.044977500000000004;0.5002408;0;3;-1;-1;-1;-1;-1;0;1;-1;0;-1;-1;0;2;-1;16
2_2:0312213012033021;3;8;0.033044500000000004;0.5002408;0;3;-1;-1;2;-1;-1;0;-1;-1;0;3;-1;0;2;-1;16
2_2:0312213012033021;3;9;0.011403400000000001;0.5002408;0;-1;1;-1;2;-1;-1;0;-1;2;0;-1;-1;0;2;1;16
2_2:0312213012033021;3;10;0.001606;0.5002408;0;3;-1;2;2;-1;-1;0;1;2;0;-1;-1;0;2;-1;16
2_2:2013310213200231;0;4;0.0025732000000000003;0.0260487;-1;-1;-1;3;-1;1;-1;-1;-1;-1;-1;0;-1;2;-1;-1;16
2_2:2013310213200231;0;5;0.0013245000000000002;0.0260487;-1;-1;-1;3;-1;-1;0;-1;1;-1;-1;0;-1;2;-1;-1;16
2_2:2013310213200231;1;4;0.0013026000000000001;0.0303023;-1;0;-1;3;-1;-1;-1;-1;1;-1;2;-1;-1;-1;-1;-1;16
2_2:2013310213200231;2;4;0.1561043;0.1837619;-1;0;-1;-1;-1;-1;-1;2;1;-1;-1;-1;-1;-1;3;-1;16
2_2:2013310213200231;3;5;0.1736712;0.5004726;-1;-1;1;-1;3;-1;-1;-1;-1;-1;2;0;-1;2;-1;-1;16
2_2:2013310213200231;3;6;0.014663500000000001;0.5004726;-1;-1;-1;3;3;1;-1;-1;-1;-1;2;0;-1;2;-1;-1;16
2_2:2013310213200231;3;7;0.0014921000000000001;0.5004726;-1;-1;1;3;3;1;-1;-1;-1;-1;2;-1;0;2;-1;-1;16
2_2:3210102323010132;0;4;0.0013382000000000001;0.039182;-1;2;-1;-1;-1;0;-1;-1;-1;-1;0;-1;-1;-1;3;-1;16
2_2:3210102323010132;1;4;0.0025567000000000003;0.0419478;-1;-1;1;-1;-1;-1;2;-1;-1;3;-1;-1;-1;1;-1;-1;16
2_2:3210102323010132;1;5;0.0014149000000000002;0.0419478;-1;2;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;3;2;16
2_2:3210102323010132;2;4;0.15423330000000002;0.15618700000000002;-1;-1;-1;0;1;-1;-1;3;2;-1;-1;-1;-1;-1;-1;-1;16
2_2:3210102323010132;3;4;0.0014574000000000002;0.5005725;-1;-1;1;-1;-1;0;-1;-1;2;-1;-1;-1;-1;-1;-1;2;16
2_2:3201102323100132;0;4;0.006145500000000001;0.0263688;-1;-1;-1;-1;-1;0;-1;3;2;-1;1;-1;-1;-1;-1;-1;16
2_2:3201102323100132;0;5;0.0013554;0.0263688;3;-1;-1;-1;1;-1;2;-1;2;-1;1;-1;-1;-1;-1;-1;16
2_2:3201102323100132;1;4;0.0085134;0.0318395;3;-1;-1;-1;-1;-1;2;-1;-1;-1;1;-1;0;-1;-1;-1;16
2_2:3201102323100132;1;5;0.0025900000000000003;0.0318395;3;-1;-1;-1;1;-1;2;-1;2;-1;1;-1;-1;-1;-1;-1;16
2_2:3201102323100132;2;4;0.1561053;0.1707505;3;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;0;-1;1;-1;-1;16
2_2:3201102323100132;3;5;0.1617821;0.5011424;-1;-1;-1;1;-1;0;-1;-1;2;-1;-1;-1;-1;-1;3;2;16
2_2:3201102323100132;3;6;0.1242792;0.5011424;-1;-1;0;1;-1;0;-1;-1;2;3;-1;-1;-1;-1;-1;2;16
2_2:3201102323100132;3;7;0.012438300000000001;0.5011424;-1;-1;0;1;-1;0;-1;-1;2;3;-1;-1;0;-1;-1;2;16
2_2:3201102323100132;3;8;0.0015093;0.5011424;-1;-1;0;1;-1;0;2;-1;2;3;-1;-1;0;-1;-1;2;16
2_2:0213132020313102;0;4;0.0021402;0.035906;-1;2;-1;-1;1;-1;-1;0;-1;-1;-1;1;-1;-1;-1;-1;16
2_2:0213132020313102;0;5;0.0014101;0.035906;0;-1;1;-1;-1;3;-1;0;-1;-1;-1;1;-1;-1;-1;-1;16
2_2:0213132020313102;1;4;0.0026336000000000003;0.0421088;0;-1;1;-1;-1;-1;2;-1;-1;-1;-1;-1;3;-1;-1;-1;16
2_2:0213132020313102;1;5;0.0013707;0.0421088;0;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;1;0;-1;16
2_2:0213132020313102;2;4;0.1558407;0.1582204;-1;-1;-1;-1;-1;3;2;-1;2;-1;-1;1;-1;-1;-1;-1;16
2_2:0213132020313102;3;4;0.4540892;0.5002333;0;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;2;16
2_2:0213132020313102;3;5;0.16500130000000002;0.5002333;0;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;1;-1;1;-1;2;16
2_2:0213132020313102;3;6;0.022186;0.5002333;0;-1;1;-1;1;-1;2;-1;-1;0;-1;-1;-1;-1;-1;2;16
2_2:0213132020313102;3;7;0.0014859;0.5002333;0;-1;-1;-1;1;-1;2;-1;-1;0;-1;1;-1;-1;0;2;16
2_2:3012123023010123;0;4;0.0022622000000000002;0.03842;-1;-1;1;2;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;3;16
2_2:3012123023010123;0;5;0.0013717;0.03842;-1;-1;-1;2;-1;-1;3;-1;-1;-1;0;-1;0;-1;-1;3;16
2_2:3012123023010123;1;4;0.0013002;0.0420755;-1;-1;1;-1;-1;-1;-1;0;-1;-1;-1;-1;0;-1;-1;3;16
2_2:3012123023010123;2;4;0.1566921;0.16087980000000002;3;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;2;-1;16
2_2:3012123023010123;3;4;0.0014818000000000001;0.5006174;-1;-1;1;-1;-1;2;-1;-1;2;-1;-1;-1;-1;-1;-1;3;16
2_2:0231132021033012;0;4;0.0013903000000000001;0.042344;-1;-1;3;-1;-1;-1;-1;0;2;-1;-1;-1;-1;-1;1;-1;16
2_2:0231132021033012;1;4;0.001312;0.0315405;-1;2;-1;1;-1;-1;-1;-1;2;-1;0;-1;-1;-1;-1;-1;16
2_2:0231132021033012;2;4;0.15548520000000002;0.15709900000000002;-1;-1;-1;-1;1;-1;2;-1;-1;-1;0;3;-1;-1;-1;-1;16
2_2:0231132021033012;3;4;0.0015686;0.5040314;0;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;3;-1;0;-1;-1;16
2_2:1032320101232310;0;4;0.0014551000000000002;0.0433986;-1;-1;-1;-1;-1;-1;0;-1;-1;1;-1;3;-1;3;-1;-1;16
2_2:1032320101232310;1;4;0.0020393;0.043790100000000005;-1;-1;3;-1;-1;2;-1;1;-1;1;-1;-1;-1;-1;-1;-1;16
2_2:1032320101232310;1;5;0.0013746000000000001;0.043790100000000005;1;-1;3;-1;-1;2;-1;1;-1;-1;-1;-1;2;-1;-1;-1;16
2_2:1032320101232310;2;4;0.1782649;0.2091279;1;-1;-1;-1;-1;2;0;-1;-1;-1;2;-1;-1;-1;-1;-1;16
2_2:1032320101232310;3;5;0.2694376;0.5003043;-1;0;-1;2;-1;-1;-1;1;-1;-1;2;-1;2;-1;-1;-1;16
2_2:1032320101232310;3;6;0.16097840000000002;0.5003043;-1;-1;-1;2;-1;2;-1;-1;0;-1;2;-1;2;-1;1;-1;16
2_2:1032320101232310;3;7;0.0708153;0.5003043;-1;0;-1;2;-1;2;0;-1;-1;-1;2;3;2;-1;-1;-1;16
2_2:1032320101232310;3;8;0.040161;0.5003043;-1;-1;3;2;-1;2;-1;-1;0;-1;2;3;2;-1;-1;0;16
2_2:1032320101232310;3;9;0.014695100000000001;0.5003043;-1;-1;3;2;3;2;-1;-1;0;-1;2;3;2;-1;-1;0;16
2_2:1032320101232310;3;10;0.0018204;0.5003043;1;-1;3;2;3;2;-1;-1;-1;-1;2;3;2;3;1;-1;16
2_2:3210012313022031;0;4;0.0017054000000000001;0.0590233;-1;-1;1;0;-1;-1;-1;-1;-1;-1;-1;2;-1;0;-1;-1;16
2_2:3210012313022031;1;4;0.0018496;0.0528799;-1;-1;-1;0;-1;1;-1;-1;-1;3;-1;2;-1;-1;-1;-1;16
2_2:3210012313022031;2;4;0.19556420000000002;0.2058464;-1;-1;-1;-1;0;1;-1;-1;-1;3;-1;-1;-1;-1;-1;1;16
2_2:3210012313022031;3;5;0.3071033;0.5002115;-1;2;-1;-1;-1;-1;2;3;1;-1;-1;-1;-1;-1;3;-1;16
2_2:3210012313022031;3;6;0.1566814;0.5002115;3;2;-1;-1;-1;-1;2;-1;1;-1;-1;-1;-1;-1;3;1;16
2_2:3210012313022031;3;7;0.0016863000000000002;0.5002115;-1;2;-1;-1;-1;-1;2;3;1;3;-1;-1;2;-1;-1;1;16
2_2:1320023131022013;0;4;0.0023445000000000002;0.027832500000000003;-1;-1;-1;-1;0;-1;3;-1;-1;1;-1;2;-1;-1;-1;-1;16
2_2:1320023131022013;0;5;0.0012664;0.027832500000000003;-1;3;-1;0;-1;-1;-1;-1;-1;1;-1;-1;2;-1;-1;3;16
2_2:1320023131022013;1;4;0.0097626;0.035400100000000004;-1;-1;2;-1;0;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;3;16
2_2:1320023131022013;1;5;0.0013017;0.035400100000000004;-1;3;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;2;0;-1;3;16
2_2:1320023131022013;2;4;0.1561151;0.1715666;1;-1;-1;-1;-1;-1;3;-1;-1;-1;0;-1;2;-1;-1;-1;16
2_2:1320023131022013;3;5;0.32235430000000004;0.5001326;-1;-1;2;-1;0;-1;3;-1;-1;1;-1;-1;-1;-1;-1;3;16
2_2:1320023131022013;3;6;0.0014696000000000002;0.5001326;1;-1;-1;-1;0;-1;3;-1;-1;1;-1;2;-1;-1;-1;3;16
2_2:2013132032010132;0;4;0.0013427;0.047991700000000005;-1;-1;1;-1;-1;3;-1;-1;-1;2;0;-1;-1;-1;-1;-1;16
2_2:2013132032010132;1;4;0.0015559;0.0530773;-1;-1;-1;3;1;-1;-1;-1;3;2;-1;-1;-1;-1;-1;-1;16
2_2:2013132032010132;2;4;0.19233070000000002;0.1980348;-1;0;-1;-1;1;-1;-1;-1;-1;2;0;-1;-1;-1;-1;-1;16
2_2:2013132032010132;3;4;0.0018658000000000001;0.5020346;-1;0;-1;-1;-1;-1;2;-1;3;-1;-1;-1;-1;-1;-1;2;16
2_2:2031132002133102;0;4;0.0013513000000000002;0.041302200000000004;-1;-1;-1;-1;1;-1;-1;-1;-1;2;-1;3;-1;-1;0;-1;16
